Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
0	-111.2465	-374.0493	262.8028	0.00284072	0.0030106	0.00921475	0.00295924	0.0291834	0.0131824	0.0156064	0.0270411	0.00401553	0.00581452	0.0177372	0.0228483	0.00714978	0.0109915	0.0048743	0.0050129	0.00266876	0.00611719	0.0303148	0.00541567	0.0160645	0.00127849	0.00536987	0.00512252	0.0166621	0.0506114	0.015668	0.0211724	0.0165054	0.00403581	0.00175574	0.0110899	0.0210136	0.000801395	0.0102062	0.00465094	0.00137914	0.0166463	0.000291774	0.00208559	0.00125838	0.0020246	0.00112968	0.000131358	0.015706	0.0396182	0.0125012	0.0206197	0.00119957	0.0320271	0.00128266	0.0154016	9.37903e-05	0.0175932	0.00396107	0.0156043	0.0198775	0.0339457	0.0127213	0.00868352	0.0181431	0.00132918	0.0201233	0.0090841	0.00675032	0.0168312	0.00369423	0.00420793	0.00575477	0.0227158	0.00719759	0.00851699	0.0206677	0.00122444	0.00805845	0.000606398	0.00758671	5.68464e-05	0.00276492	0.0144113	0.0384078	0.0284246	0.021955	0.000913697	0.00520155	0.0138529	0.0130252	0.00266721	0.0139757	0.0158269	0.00751098	0.00859126	0.00647655	0.00648828	0.0205653	0.00712685	0.0262884	0.00618369	0.0323419	0.00125161	0.0030895	0.0143938	0.0104435	0.00678967	0.00623386	0.0282544	0.00536069	0.00490602	0.0310732	0.00635433	0.0159847	0.0136394	0.000463343	0.00568385	0.00837833	0.0514875	0.0197271	0.0131039	0.0258396	0.00494339	0.00419879	0.00525209	0.00110218	0.00206322	0.00622484	0.0243946	0.0137707	0.0440957	0.0376501	0.0279123	0.00526134	0.00676863	0.00678519	0.00125649	0.00625584	0.000433022	0.0223567	1.91127	0.63549	1.221712	0.7782876	0.0739203	0.280733	0.672787	1.48635	3.56211	13.5281	1.883427	0.6370465	1.203024	0.00171902	0.00182182	0.00557617	0.00179074	0.0176599	0.00797713	0.009444	0.0163635	0.00242994	0.00351857	0.0107334	0.0138263	0.00432659	0.00665135	0.00294961	0.00303349	0.00161496	0.00370173	0.0183446	0.00327721	0.00972121	0.000773661	0.0032495	0.00309982	0.0100828	0.0306267	0.00948128	0.0128122	0.009988	0.00244221	0.00106246	0.00671087	0.012716	0.000484953	0.00617611	0.00281445	0.000834568	0.0100733	0.000176562	0.00126207	0.000761491	0.00122516	0.00068361	7.94892e-05	0.00950424	0.0239744	0.00756493	0.0124777	0.000725904	0.0193808	0.000776185	0.00932006	5.67558e-05	0.0106463	0.00239698	0.0094427	0.0120286	0.0205418	0.00769809	0.00525471	0.010979	0.000804332	0.0121773	0.00549711	0.00408486	0.0101852	0.00223551	0.00254636	0.00348242	0.0137461	0.00435552	0.00515393	0.0125068	0.000740954	0.00487645	0.000366953	0.00459099	3.43998e-05	0.00167315	0.00872081	0.0232419	0.0172008	0.0132857	0.00055291	0.00314764	0.00838286	0.00788199	0.00161402	0.00845716	0.00957741	0.00454516	0.00519887	0.00391919	0.00392629	0.0124448	0.00431271	0.015908	0.00374197	0.0195712	0.000757395	0.00186956	0.0087102	0.0063197	0.00410867	0.00377233	0.0170978	0.00324394	0.0029688	0.0188035	0.00384523	0.00967291	0.00825368	0.000280385	0.0034395	0.00507002	0.0311569	0.0119376	0.00792961	0.0156365	0.00299142	0.00254084	0.00317822	0.000666968	0.00124853	0.00376687	0.014762	0.00833312	0.0266838	0.0227834	0.0168907	0.00318382	0.00409594	0.00410596	0.000760348	0.00378563	0.000262037	0.0135288	0.543055	0.456945	0.5430555	1.652523
36	-103.2554	-368.8709	265.6155	0.012553	0.00757951	0.00500309	0.0326818	0.0136882	0.00762005	0.000750528	0.0127032	0.00669316	0.00434326	0.0248508	0.0171217	0.000205321	0.00256508	0.000559335	0.00300635	0.000288331	0.000127838	0.0250926	0.012047	0.00240715	0.000230808	0.0108322	0.000415808	0.0150549	0.019499	0.000578003	0.012082	0.00830084	0.0129195	0.00540554	0.00457458	0.00819971	0.0202532	0.0160444	0.000178388	0.00240075	0.000665522	0.00131269	0.00284506	0.00535491	0.00274597	0.00968651	0.022286	0.00118349	0.000851841	0.00887361	0.00648237	0.00390359	0.0175724	0.00170279	0.00120183	0.00386589	0.00594449	0.00223661	0.00151551	0.00544316	0.0238546	0.0156794	0.00126688	0.00115469	0.00105556	0.00240321	0.00499397	0.0139918	0.00472667	0.0141921	0.000867391	0.00425525	0.00140734	0.0109625	0.016183	0.00460651	0.00435542	0.00507869	0.000737722	0.00316742	0.00333473	0.00415662	0.00753338	0.0260191	0.0012339	0.00709972	0.000395941	0.00925109	0.000213158	0.0171597	0.0101331	0.00227218	0.00338967	0.00647266	0.00874758	0.00635131	0.00824366	0.00792585	0.0126343	0.00882226	0.00811216	0.00967084	0.00116827	0.0115166	0.0069704	0.00651318	0.00271179	0.0115888	0.00359109	0.00518063	0.00363194	0.0100297	0.0135774	0.0193504	0.000520697	0.00343225	0.000288742	0.0304035	0.0104687	0.01773	0.0247913	0.00628017	0.0249062	0.000372047	0.00888802	0.000414724	0.000723555	0.0100345	0.00174883	0.00213753	0.0064197	0.00283188	0.0123191	0.00415246	0.000697708	0.00501908	0.00640508	0.00941871	0.000502549	0.00885277	0.538923	1.18443	1.487467	0.5125331	0.0756457	0.28391	0.675153	1.48115	3.52225	13.2195	1.866743	0.3445677	0.1820024	0.0121375	0.00732862	0.00483748	0.0316	0.0132351	0.00736782	0.000725685	0.0122827	0.00647161	0.00419949	0.0240282	0.0165549	0.000198525	0.00248017	0.00054082	0.00290683	0.000278787	0.000123607	0.024262	0.0116482	0.00232747	0.000223168	0.0104736	0.000402045	0.0145566	0.0188536	0.00055887	0.011682	0.00802607	0.0124918	0.00522661	0.00442316	0.00792829	0.0195828	0.0155133	0.000172483	0.00232128	0.000643492	0.00126924	0.00275089	0.00517766	0.00265507	0.00936587	0.0215483	0.00114431	0.000823644	0.00857988	0.00626779	0.00377437	0.0169907	0.00164642	0.00116205	0.00373792	0.00574772	0.00216257	0.00146534	0.00526299	0.023065	0.0151604	0.00122494	0.00111647	0.00102062	0.00232366	0.00482867	0.0135287	0.00457021	0.0137224	0.00083868	0.00411439	0.00136076	0.0105996	0.0156474	0.00445403	0.00421125	0.00491058	0.000713303	0.00306257	0.00322435	0.00401903	0.00728402	0.0251578	0.00119306	0.00686471	0.000382835	0.00894487	0.000206103	0.0165917	0.00979764	0.00219696	0.00327747	0.00625841	0.00845802	0.00614107	0.00797079	0.00766349	0.0122161	0.00853024	0.00784364	0.00935072	0.0011296	0.0111354	0.00673967	0.00629759	0.00262202	0.0112052	0.00347222	0.00500914	0.00351171	0.00969772	0.013128	0.0187099	0.000503461	0.00331864	0.000279184	0.0293971	0.0101221	0.0171431	0.0239706	0.00607229	0.0240818	0.000359732	0.00859382	0.000400996	0.000699604	0.00970231	0.00169095	0.00206677	0.0062072	0.00273814	0.0119114	0.00401501	0.000674613	0.00485295	0.00619307	0.00910694	0.000485914	0.00855973	0.750554	0.249446	0.7505538	1.034234
72	-102.4625	-367.3813	264.9188	0.00457937	0.00694135	0.00552603	0.0220806	0.0120342	0.00333116	0.00385236	0.00243796	0.00052446	0.0206874	0.00532063	0.00398882	0.00111418	0.0101418	0.00314956	0.0110495	0.00192359	0.00480277	0.0166223	0.0040323	0.00241943	0.000174907	0.0117174	0.00441349	0.00831614	0.0206197	0.0100549	0.00484699	0.00612582	0.00182029	0.0127537	0.00578139	0.00738669	0.00196612	0.00324134	0.000800888	0.00466691	0.0095663	0.00045796	0.000735678	0.000565952	0.0116678	0.00295194	0.0112373	0.00381048	0.000430193	0.00399866	0.00594315	0.00332428	0.00586425	0.0146808	0.00119705	0.00174245	0.00141767	0.00259505	0.00788935	0.00837777	0.0133497	0.00481348	0.00521694	0.00643292	0.00593417	0.0119272	0.00100326	0.00633837	0.00387436	0.00820023	0.00154804	0.00628653	0.00939059	0.00463309	0.00106457	0.0123929	0.0127995	0.00312696	0.00178124	0.000594496	0.00316933	0.00667226	0.022351	0.011253	0.00386425	0.000974667	0.00689702	0.00644627	0.00671004	0.00457747	0.000205413	0.000669962	0.00650616	0.0127134	0.00156617	0.000664822	0.0114738	0.00303742	0.0123757	0.00742382	0.026597	0.00561703	0.0114529	0.00675029	0.00121665	0.00443496	0.000104644	0.00427595	0.0125313	0.017673	0.0234732	0.00997018	0.00331259	0.00273334	0.00613011	0.00145298	0.00442477	0.00374443	0.032972	0.000727383	0.0044262	0.0281903	0.00148982	0.00723481	0.00362156	0.000196709	0.00333858	0.0109643	0.00988498	0.000849894	0.0125266	0.00512995	0.000555522	0.00111757	0.00463359	0.0150866	0.00398381	0.00753616	0.00401491	0.00875534	1.28429	0.886285	1.604572	0.395428	0.0563021	0.245826	0.645486	1.54922	4.06792	17.7613	2.080285	0.2464383	0.579628	0.00501523	0.00760201	0.00605199	0.0241822	0.0131796	0.00364821	0.00421903	0.00267	0.000574377	0.0226564	0.00582704	0.00436847	0.00122023	0.0111071	0.00344933	0.0121012	0.00210667	0.00525989	0.0182044	0.00441608	0.0026497	0.000191554	0.0128327	0.00483356	0.00910765	0.0225822	0.011012	0.00530832	0.00670887	0.00199354	0.0139676	0.00633165	0.00808975	0.00215325	0.00354984	0.000877116	0.0051111	0.0104768	0.000501548	0.000805699	0.000619818	0.0127784	0.0032329	0.0123068	0.00417316	0.000471138	0.00437925	0.00650881	0.00364068	0.0064224	0.0160781	0.00131099	0.00190829	0.00155261	0.00284205	0.00864025	0.00917516	0.0146203	0.00527162	0.00571348	0.0070452	0.00649897	0.0130624	0.00109875	0.00694165	0.00424311	0.00898072	0.00169539	0.00688487	0.0102844	0.00507406	0.00116589	0.0135724	0.0140177	0.00342458	0.00195077	0.00065108	0.00347098	0.00730732	0.0244783	0.012324	0.00423204	0.00106743	0.00755347	0.00705982	0.00734869	0.00501315	0.000224964	0.000733728	0.0071254	0.0139235	0.00171524	0.000728099	0.0125659	0.00332652	0.0135536	0.0081304	0.0291285	0.00615165	0.012543	0.00739277	0.00133245	0.00485708	0.000114604	0.00468293	0.013724	0.0193551	0.0257074	0.0109191	0.00362788	0.0029935	0.00671357	0.00159128	0.00484591	0.00410082	0.0361102	0.000796615	0.00484748	0.0308734	0.00163162	0.0079234	0.00396626	0.000215431	0.00365634	0.0120079	0.0108258	0.000930785	0.0137189	0.00561821	0.000608395	0.00122394	0.00507461	0.0165225	0.00436298	0.00825344	0.00439704	0.00958866	0.470452	0.529548	0.4704516	0.9130932
108	-100.5126	-364.5833	264.0707	0.00199076	0.00669153	0.00446594	0.0336862	0.0171279	0.0156756	0.00415382	0.00183269	0.00423606	0.0136352	0.000669468	0.0193593	0.00104636	0.00332786	0.00212056	0.0146131	0.011692	0.0115337	0.031768	0.00187684	0.00291179	0.0217177	0.00239274	0.0117818	0.00681816	0.0280651	0.00649468	0.0136808	0.00739778	0.0019754	0.00228227	0.00202123	0.00894783	0.000249374	0.00526878	0.00547256	0.00301866	0.00666013	0.00116062	0.0159674	0.000278398	0.00582974	0.0057768	0.011304	0.00656875	0.00473589	0.0301903	0.0188545	0.000712176	0.00605834	0.00650858	0.00576315	0.00925663	0.0162315	0.00358325	0.00101556	0.0214937	0.00989085	0.0105447	0.000638181	0.0069476	0.00266909	0.0134885	0.00566075	0.0048122	0.0072852	0.00950043	0.00688553	0.0019113	0.0390758	0.000418888	0.000512663	0.0284078	0.0229955	0.0022205	0.00530687	0.00463974	0.0105146	0.00795964	0.0105497	0.0189558	0.00693322	0.00655586	0.00438069	0.0069806	0.00119263	0.0119698	0.000225115	0.000309364	0.0380752	0.0082245	0.0110523	0.00196077	0.00188705	0.00938248	0.00476013	0.00601142	0.00895537	0.000283321	0.0329704	0.00709079	0.00381928	0.0155989	0.000236461	0.0313589	0.00871774	0.021616	0.00757419	0.00871363	0.00190746	0.000142854	0.0037704	0.0223359	0.0250434	0.00576465	0.02995	0.000418886	0.0130979	0.022064	0.00223586	0.000823097	0.0121325	0.0396007	0.000751332	0.00351241	0.0236985	0.000139317	0.00158395	0.0019539	0.00509776	0.008881	0.00729101	0.0015313	0.00853524	0.0136834	0.00316307	0.00223677	0.983219	1.00671	1.006994	0.9930063	0.0920955	0.312505	0.695672	1.43746	3.19995	10.8583	1.724468	0.9861098	0.3906655	0.00156763	0.00526924	0.0035167	0.0265262	0.0134873	0.0123437	0.00327092	0.00144315	0.00333568	0.010737	0.000527172	0.0152445	0.000823956	0.00262052	0.00166983	0.0115071	0.00920686	0.00908219	0.0250157	0.00147792	0.00229288	0.0171016	0.00188416	0.00927756	0.00536895	0.0220998	0.00511423	0.0107729	0.00582538	0.00155553	0.00179717	0.00159162	0.00704596	0.00019637	0.0041489	0.00430936	0.00237704	0.00524451	0.000913925	0.0125735	0.000219224	0.00459062	0.00454894	0.00890134	0.00517255	0.00372927	0.0237733	0.014847	0.000560802	0.00477064	0.00512517	0.00453819	0.00728912	0.0127815	0.00282162	0.000799699	0.0169252	0.00778854	0.00830341	0.000502535	0.00547088	0.00210177	0.0106215	0.00445755	0.00378936	0.00573673	0.00748111	0.005422	0.00150505	0.0307702	0.000329853	0.000403696	0.0223697	0.0181078	0.00174853	0.00417889	0.00365356	0.00827971	0.00626781	0.00830737	0.0149267	0.00545956	0.00516241	0.00344957	0.00549687	0.000939137	0.00942561	0.000177267	0.000243608	0.0299823	0.00647638	0.00870311	0.00154401	0.00148596	0.00738823	0.00374836	0.00473369	0.0070519	0.000223101	0.0259625	0.00558364	0.00300749	0.0122833	0.000186201	0.0246935	0.00686478	0.0170215	0.00596429	0.00686154	0.00150203	0.00011249	0.002969	0.0175884	0.0197204	0.00453937	0.0235841	0.000329852	0.0103139	0.0173743	0.00176063	0.000648147	0.0095537	0.0311835	0.000591636	0.00276585	0.0186614	0.000109705	0.00124728	0.00153859	0.00401423	0.00699333	0.0057413	0.00120582	0.00672107	0.010775	0.00249076	0.00176134	0.625043	0.374957	0.6250432	1.269923
144	-113.8749	-377.3076	263.4328	0.000879909	0.00237595	0.0113871	0.0171884	0.0167354	0.0256028	0.00293606	0.00310413	0.0295068	0.00130228	0.0093219	0.00408521	0.000948234	0.00105383	0.00254837	0.00580082	0.00252931	0.00413305	0.0154113	0.00171686	7.03144e-05	0.00591099	0.0112572	0.000281363	0.000331692	0.0185703	0.00856477	0.0276158	0.0045119	0.00517851	0.00857168	0.0102465	0.00302082	0.0123713	0.00130625	0.0121443	0.00299363	0.00412928	0.00452709	0.000111582	0.00134023	0.00381473	0.00412332	0.00261401	0.00082083	0.000200647	0.002271	0.00404666	0.00290301	0.00379695	0.0100083	0.00767607	0.000588055	0.004786	0.00241009	0.00275646	4.41717e-05	0.00413824	0.00113379	0.0184877	0.0109231	0.000958447	0.00225339	0.00225003	0.00563058	0.00109725	0.00182347	0.00251418	0.00158615	0.00418554	0.0001668	0.0067522	0.00329545	0.0203645	0.00498066	0.0131036	0.00167067	4.91258e-05	0.0155439	0.00791614	0.000395843	0.0114657	0.00108623	0.00222932	0.00723649	0.00450324	0.00905789	0.0196246	0.000601514	0.000419825	0.0143065	0.0250833	0.00316975	0.00310885	0.00518413	0.00193876	0.0100738	0.00112912	0.00326061	0.00209888	0.00135449	0.00502116	0.00139077	0.0181234	0.00127626	0.00879044	0.00839725	0.0109858	0.0143774	0.00449527	0.000280813	0.0145719	0.0240766	0.000594386	0.0114183	0.00999348	0.00401734	0.00468357	0.00213782	0.00646247	0.00149789	0.00338988	0.0012055	0.0050836	0.0270561	0.00510794	0.0145904	0.000705957	0.0215138	0.00167662	0.0216374	0.010684	0.0144318	0.0144282	0.0108119	0.00990808	0.00165466	1.67352	0.730591	1.157023	0.8429774	0.0427913	0.215035	0.619092	1.61527	4.65041	23.3693	2.278695	0.7285747	0.9162558	0.000947039	0.00255722	0.0122559	0.0184998	0.0180122	0.0275561	0.00316006	0.00334095	0.0317579	0.00140163	0.0100331	0.00439688	0.00102058	0.00113422	0.00274279	0.00624338	0.00272227	0.00444837	0.016587	0.00184785	7.56788e-05	0.00636195	0.012116	0.000302829	0.000356997	0.0199871	0.0092182	0.0297227	0.00485613	0.0055736	0.00922563	0.0110282	0.00325129	0.0133151	0.0014059	0.0130708	0.00322202	0.00444432	0.00487247	0.000120095	0.00144248	0.00410576	0.00443789	0.00281344	0.000883453	0.000215955	0.00244426	0.00435539	0.00312449	0.00408662	0.0107718	0.0082617	0.00063292	0.00515113	0.00259396	0.00296675	4.75417e-05	0.00445396	0.00122029	0.0198981	0.0117565	0.00103157	0.00242531	0.00242169	0.00606015	0.00118096	0.00196259	0.00270599	0.00170716	0.00450487	0.000179526	0.00726735	0.00354686	0.0219182	0.00536065	0.0141033	0.00179813	5.28737e-05	0.0167298	0.00852009	0.000426043	0.0123405	0.0011691	0.0023994	0.00778858	0.0048468	0.00974894	0.0211218	0.000647405	0.000451855	0.015398	0.026997	0.00341158	0.00334603	0.00557964	0.00208667	0.0108423	0.00121527	0.00350937	0.00225901	0.00145783	0.00540424	0.00149688	0.0195061	0.00137363	0.00946108	0.0090379	0.011824	0.0154743	0.00483822	0.000302237	0.0156836	0.0259134	0.000639733	0.0122894	0.0107559	0.00432384	0.0050409	0.00230092	0.0069555	0.00161216	0.0036485	0.00129747	0.00547144	0.0291203	0.00549763	0.0157035	0.000759816	0.0231552	0.00180453	0.0232881	0.0114991	0.0155329	0.015529	0.0116368	0.010664	0.0017809	0.8681	0.1319	0.8681001	0.9291155
180	-108.2106	-373.9915	265.7809	0.00133103	0.00636096	0.0219776	0.0188963	0.0161819	0.0200879	0.0130623	0.020464	0.000340573	0.00247898	0.000594766	0.00686585	0.00535406	0.00132344	0.00772856	0.00527065	0.000706951	0.012147	0.020093	9.23001e-05	0.00230253	0.00259356	0.0158896	0.0022774	0.0322315	0.021187	0.00110822	0.0268853	0.00124115	0.000420638	0.0300709	0.00236951	0.017279	0.0116724	0.00968571	0.00340556	0.00200614	0.00800172	0.00610587	0.00257229	0.0118998	0.00741359	0.00424177	0.0288602	0.00236384	0.00427819	0.0114294	0.00539778	0.0118261	0.0213293	0.0206576	0.0076056	0.00377413	0.00620374	0.0370858	0.00804057	0.00726936	7.92865e-05	0.0173389	0.00509071	0.00176806	0.00278058	0.00256862	0.0115617	0.0167514	0.0046453	0.0031647	0.00911868	0.0103893	0.0043875	0.00615499	0.00502353	0.0113184	0.0173256	0.00829937	0.00755493	0.0232391	0.00952996	0.000418551	0.00747104	0.0133862	0.00330888	0.0161897	0.00149673	0.0160591	0.00582604	0.0163008	0.000671108	0.00837753	0.0158398	0.00863494	0.0328786	0.0305141	0.0105185	6.10226e-05	0.0028564	0.00241793	0.00997012	0.0298009	0.00470715	0.013314	0.00160354	0.0125506	0.000268759	0.0113292	0.0211014	0.0050329	0.0142684	0.0168002	0.003396	0.00292398	0.00558801	0.00294452	0.0205348	0.00582715	0.0105042	0.000147487	0.00629427	0.0122938	0.00887605	0.0021519	0.00215727	0.00642995	0.00234728	0.00390026	0.0364186	0.00238119	0.019795	0.0229473	0.00950869	0.00608158	0.0103951	0.000729559	0.00712181	0.00506491	0.00270953	0.00170635	0.417414	1.23303	1.596717	0.4032834	0.0881266	0.305862	0.691025	1.44713	3.26945	11.3473	1.756321	0.2525704	0.1354105	0.00101328	0.00484245	0.016731	0.0143853	0.0123189	0.0152925	0.00994402	0.0155788	0.00025927	0.00188719	0.000452782	0.00522682	0.00407592	0.00100751	0.00588357	0.00401242	0.000538185	0.00924725	0.0152963	7.0266e-05	0.00175286	0.00197442	0.0120964	0.00173373	0.0245371	0.0161292	0.000843663	0.0204672	0.000944859	0.000320222	0.0228922	0.00180385	0.0131541	0.0088859	0.00737351	0.00259258	0.00152723	0.00609152	0.00464826	0.00195823	0.00905902	0.00564379	0.00322916	0.0219706	0.00179954	0.00325689	0.00870093	0.00410921	0.00900295	0.0162375	0.0157261	0.00578997	0.00287316	0.00472277	0.0282325	0.0061211	0.00553399	6.0359e-05	0.0131997	0.00387544	0.00134599	0.00211679	0.00195543	0.00880168	0.0127524	0.00353636	0.00240921	0.00694184	0.00790911	0.00334011	0.00468565	0.0038243	0.0086164	0.0131896	0.00631812	0.00575139	0.0176914	0.00725494	0.000318633	0.00568753	0.0101906	0.00251897	0.0123248	0.00113942	0.0122255	0.00443523	0.0124094	0.000510899	0.00637762	0.0120585	0.00657358	0.0250298	0.0232297	0.00800748	4.64551e-05	0.00217451	0.00184071	0.00759002	0.0226868	0.00358345	0.0101357	0.00122074	0.00955449	0.0002046	0.00862467	0.016064	0.00383143	0.0108622	0.0127896	0.0025853	0.00222596	0.00425402	0.0022416	0.0156327	0.00443607	0.00799658	0.000112279	0.00479168	0.00935898	0.00675714	0.00163819	0.00164228	0.00489497	0.00178693	0.00296918	0.0277247	0.00181275	0.0150695	0.0174693	0.00723874	0.00462976	0.00791356	0.000555397	0.00542167	0.0038558	0.0020627	0.00129901	0.963351	0.0366495	0.9633505	1.313582
