Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-111.2465	-374.0493	262.8028	1.883427	0.6370465	1.203024	0.543055	0.456945	1.652523
6	-104.8424	-369.2077	264.3653	1.826738	0.5453048	0.2365761	0.583	0.417	1.652523
12	-111.4381	-375.8743	264.4362	1.812624	0.98851	0.2365761	0.406399	0.593601	1.182204
18	-111.523	-377.0318	265.5088	1.879173	0.351477	0.2365761	0.534779	0.465221	0.9542079
24	-106.2978	-370.9344	264.6365	2.103538	1.037762	0.1772684	0.829725	0.170275	0.810647
30	-105.022	-370.8395	265.8174	2.04768	0.270963	0.1772684	0.298669	0.701331	0.8168896
36	-103.2554	-368.8709	265.6155	1.866743	0.3445677	0.1820024	0.750554	0.249446	1.034234
42	-100.0759	-365.4853	265.4094	1.843719	0.4638087	0.1820024	0.600048	0.399952	1.034234
48	-102.8352	-368.1602	265.325	1.785631	0.4263639	0.1820024	0.640571	0.359429	1.22282
54	-100.9285	-366.1043	265.1758	1.648726	0.5122039	0.15729	0.767087	0.232913	1.399703
60	-95.77756	-361.2707	265.4931	1.846409	0.335944	0.2043074	0.447852	0.552148	1.121173
66	-105.641	-371.4642	265.8232	1.846689	0.2464383	0.2043074	0.212742	0.787258	1.010908
72	-102.4625	-367.3813	264.9188	2.080285	0.2464383	0.579628	0.470452	0.529548	0.9130932
78	-101.1901	-365.9741	264.784	1.687876	0.6069973	0.1743152	0.44337	0.55663	1.514708
84	-101.3356	-366.8136	265.478	1.890038	0.3994701	0.1947116	0.643042	0.356958	0.998485
90	-102.3715	-367.4919	265.1205	1.711739	0.3994701	0.2108969	0.523094	0.476906	1.417678
96	-110.6826	-374.8677	264.1851	1.711739	0.6440698	0.4522412	0.983087	0.0169135	1.417678
102	-103.7503	-368.4115	264.6612	1.710372	0.738443	0.2563401	0.291721	0.708279	1.271125
108	-100.5126	-364.5833	264.0707	1.724468	0.9861098	0.3906655	0.625043	0.374957	1.269923
114	-99.95046	-364.8018	264.8514	1.948188	0.5358739	0.3906655	0.762416	0.237584	0.8441043
120	-104.9998	-369.2354	264.2356	2.315284	0.7812811	0.3906655	0.58179	0.41821	0.7230858
126	-105.5082	-369.9872	264.479	2.303891	0.7812811	0.2933169	0.808777	0.191223	0.6832159
132	-101.3575	-366.1169	264.7594	2.207011	0.6938506	0.2634545	0.851113	0.148887	0.6813744
138	-117.3225	-382.2071	264.8845	2.042319	0.6938506	0.2634545	0.791425	0.208575	0.7474757
144	-113.8749	-377.3076	263.4328	2.278695	0.7285747	0.9162558	0.8681	0.1319	0.9291155
150	-123.5289	-388.1293	264.6003	1.958105	0.6958937	0.3598435	0.613734	0.386266	0.9291155
156	-112.8911	-377.9048	265.0138	2.076786	0.602127	0.2384302	0.83216	0.16784	0.7874729
162	-101.7321	-366.7048	264.9727	2.219421	0.602127	0.2384302	0.363845	0.636155	0.6043604
168	-111.2167	-375.5453	264.3286	1.985758	1.070966	0.3516868	0.71645	0.28355	0.7344463
174	-106.3279	-370.6337	264.3058	1.817513	1.176817	0.2550754	0.732025	0.267975	1.092063
180	-108.2106	-373.9915	265.7809	1.756321	0.2525704	0.1354105	0.963351	0.0366495	1.313582
186	-110.9503	-376.8534	265.9031	1.776029	0.1767606	0.1354105	0.965062	0.0349384	1.374348
192	-113.2985	-378.2255	264.927	2.09306	0.6265949	0.207245	0.403888	0.596112	0.9346747
198	-108.6338	-373.787	265.1532	1.955999	0.6265949	0.207245	0.48758	0.51242	0.8318257
204	-114.9877	-379.8178	264.8301	2.207453	0.5386124	0.1354105	0.752125	0.247875	1.25728
210	-109.5735	-374.5201	264.9467	1.828975	0.7032488	0.2844722	0.773672	0.226328	0.8626741
216	-115.7529	-378.0894	262.3366	1.317526	0.7213265	0.2844722	0.855237	0.144763	3.041924
222	-120.7074	-384.5738	263.8664	1.653145	0.7213265	0.2191635	0.428333	0.571667	1.979553
228	-112.5947	-377.1286	264.5339	1.901867	0.7213265	0.2403402	0.846779	0.153221	1.270645
234	-123.0499	-385.9264	262.8764	1.670262	0.9377529	0.7626419	0.55799	0.44201	1.813274
240	-102.9293	-367.3537	264.4244	1.993802	0.770199	0.3463775	0.782278	0.217722	1.006641
246	-107.3281	-371.8271	264.4989	2.034326	0.770199	0.3463775	0.769662	0.230338	0.8843681
252	-103.9151	-368.4107	264.4956	2.018474	0.770199	0.3463775	0.781667	0.218333	0.9060627
258	-109.0635	-373.6276	264.5641	2.116426	0.770199	0.3463775	0.425363	0.574637	0.6775505
264	-116.0095	-380.1524	264.1429	2.454706	0.770199	0.3975407	0.741848	0.258152	0.6339024
270	-107.8937	-372.1605	264.2668	2.840264	0.770199	0.1828219	0.560599	0.439401	0.367009
276	-108.3848	-371.7564	263.3716	3.037432	0.7253265	0.4528588	0.721575	0.278425	0.260853
282	-111.4745	-374.7974	263.3228	3.21336	0.7253265	0.3253031	0.455183	0.544817	0.2066598
288	-115.9051	-380.7299	264.8247	3.010755	0.1538653	0.196535	0.551009	0.448991	0.1613411
294	-125.0018	-389.3492	264.3474	1.707853	0.2442258	0.19025	0.653828	0.346172	2.240155
300	-103.0605	-367.1713	264.1108	3.010755	0.4289202	0.196535	0.817617	0.182383	0.1528472
306	-107.8565	-371.654	263.7975	3.158263	0.4289202	0.3284193	0.626083	0.373917	0.1990753
312	-114.4324	-380.0352	265.6028	1.759557	0.328176	0.1743962	0.414539	0.585461	1.197226
318	-105.6212	-370.9595	265.3383	1.828048	0.328176	0.1390642	0.712334	0.287666	1.452425
324	-108.6468	-373.5738	264.927	1.779559	0.4658052	0.3007183	0.370713	0.629287	1.234319
330	-107.7143	-371.7213	264.007	1.787563	1.943798	0.12999	0.384032	0.615968	1.234319
336	-119.2438	-384.7141	265.4702	1.780985	0.3473352	0.1992639	0.850437	0.149563	1.190733
342	-125.6378	-389.6848	264.047	2.453799	0.7035965	0.5170254	0.684802	0.315198	0.5039188
348	-118.7908	-383.1254	264.3346	2.572529	0.7035965	0.2965474	0.92436	0.0756405	0.4082325
354	-124.666	-386.6958	262.0298	2.038263	0.3087087	0.02922163	0.772475	0.227525	3.739425
360	-124.7829	-387.4594	262.6765	2.524453	0.4698301	0.02371662	0.645407	0.354593	2.895214
366	-119.7014	-381.1669	261.4655	1.874999	0.9459414	0.05253378	0.909139	0.0908614	3.547352
372	-114.9721	-376.3673	261.3952	1.859932	0.9635274	0.05253378	0.793617	0.206383	3.58641
378	-117.1177	-378.7902	261.6725	1.607606	0.4616743	0.1605812	0.970703	0.0292973	3.694114
384	-117.7503	-377.6502	259.8998	1.231308	0.4616743	0.5752339	0.648796	0.351204	4.409025
390	-118.8318	-382.832	264.0001	1.148987	0.574308	0.2071941	0.479357	0.520643	2.374336
396	-113.8944	-378.9189	265.0245	1.667778	0.574308	0.2900838	0.651932	0.348068	1.116319
402	-107.8811	-373.447	265.566	2.168195	0.2454733	0.2900838	0.599339	0.400661	0.6311671
408	-107.2009	-371.7613	264.5604	2.699808	0.2454733	0.5508332	0.916582	0.0834178	0.4356602
414	-98.46466	-363.3521	264.8874	2.785728	0.2454733	0.2246532	0.50163	0.49837	0.2208791
420	-121.9152	-385.3517	263.4365	1.556405	0.4136188	0.4401183	0.977977	0.022023	2.309247
426	-135.5812	-398.2996	262.7184	1.652365	0.6469967	0.8721881	0.813316	0.186684	2.080185
432	-117.4898	-381.709	264.2192	3.054885	0.2616984	0.2930888	0.870384	0.129616	0.1645943
438	-109.8692	-372.8656	262.9964	3.155125	1.334142	0.1933633	0.360379	0.639621	0.1710006
444	-99.41749	-362.8066	263.3891	3.201913	0.6885924	0.3079069	0.863846	0.136154	0.1959589
450	-117.5197	-381.5183	263.9985	2.182003	0.2170527	1.446487	0.924564	0.0754361	0.9182548
456	-118.9727	-381.8389	262.8663	2.290666	0.2170527	2.033828	0.174412	0.825588	1.472955
462	-109.0009	-373.025	264.024	3.200676	0.3831691	0.2083497	0.810271	0.189729	0.1646779
468	-103.562	-367.6257	264.0636	3.065163	0.4932442	0.2083497	0.756449	0.243551	0.1936215
474	-117.6467	-380.1014	262.4547	2.517498	0.78962	1.624617	0.556243	0.443757	0.9948434
480	-93.39299	-357.7138	264.3208	3.110446	0.3643747	0.1822814	0.928281	0.071719	0.1891518
486	-97.9303	-361.4639	263.5336	3.110446	0.8058353	0.2209287	0.632088	0.367912	0.1891518
492	-95.45386	-358.9807	263.5268	2.928312	0.7659375	0.3150219	0.556233	0.443767	0.1891518
498	-91.73375	-355.3326	263.5989	3.256565	0.3875316	0.3150219	0.498647	0.501353	0.1449866
504	-103.29	-366.5855	263.2954	3.601702	0.5086053	0.1508912	0.534697	0.465303	0.1112471
510	-96.45158	-360.0783	263.6268	3.536492	0.3204254	0.1508912	0.546852	0.453148	0.09912393
516	-83.43942	-346.5492	263.1098	3.536492	0.4253926	0.2155819	0.731182	0.268818	0.08764146
522	-90.0445	-353.1566	263.1121	3.536492	0.3960479	0.256863	0.550474	0.449526	0.09414047
528	-90.90682	-353.9993	263.0925	3.535553	0.3960479	0.256863	0.674275	0.325725	0.09179694
534	-84.33268	-347.2612	262.9285	3.598297	0.3960479	0.256863	0.938085	0.0619152	0.08122287
540	-118.695	-383.8416	265.1466	2.159238	0.4237348	0.2256982	0.473756	0.526244	0.9215965
546	-117.5892	-383.6357	266.0465	2.099906	0.3275759	0.06262942	0.761866	0.238134	0.8679473
552	-101.324	-364.6846	263.3606	3.263546	0.3669493	0.3808119	0.583539	0.416461	0.1209508
558	-88.82325	-351.9213	263.0981	3.127574	0.8615631	0.3554067	0.882204	0.117796	0.1802543
564	-88.79953	-352.5709	263.7714	2.757075	0.8615631	0.3111059	0.574187	0.425813	0.2597247
570	-99.70879	-363.8598	264.151	2.757075	0.6459755	0.3111059	0.726079	0.273921	0.3442945
576	-105.6546	-370.1489	264.4943	2.688616	0.6459755	0.1757162	0.644433	0.355567	0.2733465
582	-102.4972	-367.6646	265.1674	2.833066	0.1747024	0.1757162	0.723498	0.276502	0.2112637
588	-90.37925	-354.3364	263.9571	3.170267	0.3678015	0.2765397	0.593926	0.406074	0.1787686
594	-104.594	-367.7536	263.1596	3.314013	0.6566865	0.2765397	0.57121	0.42879	0.1380425
600	-106.7596	-369.8095	263.0499	3.388293	0.6245692	0.2765397	0.241395	0.758605	0.1238733
606	-112.2766	-375.3401	263.0635	3.439745	0.6245692	0.2765397	0.596536	0.403464	0.1352466
612	-127.6624	-390.6161	262.9537	3.457994	0.5879005	0.2765397	0.975651	0.0243493	0.1116535
618	-123.5064	-386.6899	263.1835	3.457994	0.5879005	0.2765397	0.764703	0.235297	0.1524414
624	-119.7421	-383.201	263.4589	3.567803	0.2608455	0.2765397	0.859301	0.140699	0.110634
630	-112.5465	-375.4137	262.8671	3.790696	0.300871	0.2765397	0.838123	0.161877	0.07918256
636	-107.62	-370.3361	262.716	3.709118	0.4191939	0.2765397	0.712441	0.287559	0.08043145
642	-107.1227	-370.5208	263.3981	3.509552	0.4194212	0.1875914	0.668503	0.331497	0.1078323
648	-105.0738	-368.0533	262.9795	3.577628	0.3345964	0.3579648	0.701418	0.298582	0.09594632
654	-102.4628	-365.2081	262.7453	3.660113	0.3831164	0.3830995	0.606021	0.393979	0.09594632
660	-114.3271	-377.5077	263.1806	3.520731	0.3831164	0.2687931	0.606021	0.393979	0.1011279
666	-111.2614	-374.5729	263.3115	3.496854	0.3831164	0.2687931	0.71206	0.28794	0.1159327
672	-110.4898	-373.585	263.0952	3.518242	0.4246577	0.2687931	0.692438	0.307562	0.1000732
678	-110.095	-373.5651	263.4701	3.518242	0.2479219	0.2687931	0.690761	0.309239	0.09861057
684	-109.0928	-372.4569	263.364	3.690103	0.2479219	0.1537907	0.413599	0.586401	0.07125492
690	-116.1467	-380.641	264.4943	3.328654	0.1807196	0.1537907	0.52198	0.47802	0.1475665
696	-114.087	-377.9658	263.8788	3.396156	0.5103548	0.08177322	0.3299	0.6701	0.1276242
702	-107.8299	-371.3399	263.51	3.396156	0.5342252	0.1668868	0.536046	0.463954	0.1276242
708	-126.9528	-389.6628	262.71	3.405571	1.225175	0.1668868	0.922379	0.0776211	0.1268505
